veg_resultid,areaid,time_since_restoration,year,month,day,speciesid,cultivarid,individualid,origin,level,response,metric,notes
2524,1147,208,2012,6,,1741,,,native,species,0,density,
2525,1148,468,2012,6,,465,,,native,species,0.99999993262,density,
2526,1148,468,2012,6,,484,,,native,species,0,density,
2527,1148,468,2012,6,,1686,,,native,species,34.99999995412,density,
2528,1148,468,2012,6,,1687,,,native,species,0,density,
2529,1148,468,2012,6,,712,,,native,species,0,density,
2530,1148,468,2012,6,,1741,,,native,species,0,density,
2531,1149,468,2012,6,,465,,,native,species,0,density,
2532,1149,468,2012,6,,484,,,native,species,0,density,
2533,1149,468,2012,6,,1686,,,native,species,6.00000001616,density,
2534,1149,468,2012,6,,1687,,,native,species,0,density,
2535,1149,468,2012,6,,712,,,native,species,0,density,
2536,1149,468,2012,6,,1741,,,native,species,9.99999995686,density,
2537,1150,156,2012,6,,465,,,native,species,0.99999993262,density,
2538,1150,156,2012,6,,484,,,native,species,0,density,
2539,1150,156,2012,6,,1686,,,native,species,31.00000001342,density,
2540,1150,156,2012,6,,1687,,,native,species,0,density,
2541,1150,156,2012,6,,712,,,native,species,0,density,
2542,1150,156,2012,6,,1741,,,native,species,0.99999993262,density,
2543,1151,156,2012,6,,465,,,native,species,0,density,
2544,1151,156,2012,6,,484,,,native,species,0,density,
2545,1151,156,2012,6,,1686,,,native,species,18.9999999811,density,
2546,1151,156,2012,6,,1687,,,native,species,0,density,
2547,1151,156,2012,6,,712,,,native,species,0,density,
2548,1151,156,2012,6,,1741,,,native,species,0,density,
2549,1152,52,2012,6,,465,,,native,species,0,density,
2550,1152,52,2012,6,,484,,,native,species,0,density,
2551,1152,52,2012,6,,1686,,,native,species,405.0000000397,density,
2552,1152,52,2012,6,,1687,,,native,species,0,density,
2553,1152,52,2012,6,,712,,,native,species,0,density,
2554,1152,52,2012,6,,1741,,,native,species,18.9999999811,density,
2555,1153,52,2012,6,,465,,,native,species,0,density,
2556,1153,52,2012,6,,484,,,native,species,0,density,
2557,1153,52,2012,6,,1686,,,native,species,486.99999998026,density,
2558,1153,52,2012,6,,1687,,,native,species,0,density,
2559,1153,52,2012,6,,712,,,native,species,0,density,
2560,1153,52,2012,6,,1741,,,native,species,22.9999999218,density,
2561,1154,52,2012,6,,465,,,native,species,0,density,
2562,1154,52,2012,6,,484,,,native,species,0,density,
2563,1154,52,2012,6,,1686,,,native,species,396.99999994808,density,
2564,1154,52,2012,6,,1687,,,native,species,0,density,
2565,1154,52,2012,6,,712,,,native,species,0,density,
2566,1154,52,2012,6,,1741,,,native,species,47.99999991906,density,
2567,1155,468,2012,6,,465,,,native,species,0.99999993262,density,
2568,1155,468,2012,6,,484,,,native,species,0.99999993262,density,
2569,1155,468,2012,6,,1686,,,native,species,0,density,
2570,1155,468,2012,6,,1687,,,native,species,0,density,
2571,1155,468,2012,6,,712,,,native,species,0,density,
2572,1155,468,2012,6,,1741,,,native,species,6.00000001616,density,
2573,1156,468,2012,6,,465,,,native,species,0,density,
2574,1156,468,2012,6,,484,,,native,species,0,density,
2575,1156,468,2012,6,,1686,,,native,species,2.00000007546,density,
2576,1156,468,2012,6,,1687,,,native,species,0,density,
2577,1156,468,2012,6,,712,,,native,species,0,density,
2578,1156,468,2012,6,,1741,,,native,species,0,density,
2579,1157,468,2012,6,,465,,,native,species,25.999999929879998,density,
2580,1157,468,2012,6,,484,,,native,species,21.000000056559998,density,
2581,1157,468,2012,6,,1686,,,native,species,0.99999993262,density,
2582,1157,468,2012,6,,1687,,,native,species,0,density,
2583,1157,468,2012,6,,712,,,native,species,0,density,
2584,1157,468,2012,6,,1741,,,native,species,6.99999994878,density,
2585,1158,52,2012,6,,465,,,native,species,0,density,
2586,1158,52,2012,6,,484,,,native,species,0.99999993262,density,
2587,1158,52,2012,6,,1686,,,native,species,0,density,
2588,1158,52,2012,6,,1687,,,native,species,0,density,
2589,1158,52,2012,6,,712,,,native,species,0,density,
2590,1158,52,2012,6,,1741,,,native,species,0,density,
2591,1159,52,2012,6,,465,,,native,species,0,density,
2592,1159,52,2012,6,,484,,,native,species,0,density,
2593,1159,52,2012,6,,1686,,,native,species,0,density,
2594,1159,52,2012,6,,1687,,,native,species,0,density,
2595,1159,52,2012,6,,712,,,native,species,0,density,
2596,1159,52,2012,6,,1741,,,native,species,0,density,
2597,1160,52,2012,6,,465,,,native,species,0,density,
2598,1160,52,2012,6,,484,,,native,species,0,density,
2599,1160,52,2012,6,,1686,,,native,species,308.00000005874,density,
2600,1160,52,2012,6,,1687,,,native,species,0,density,
2601,1160,52,2012,6,,712,,,native,species,0,density,
2602,1160,52,2012,6,,1741,,,native,species,21.000000056559998,density,
2603,1161,52,2012,6,,465,,,native,species,0,density,
2604,1161,52,2012,6,,484,,,native,species,0,density,
2605,1161,52,2012,6,,1686,,,native,species,252.00000004805997,density,
2606,1161,52,2012,6,,1687,,,native,species,0,density,
2607,1161,52,2012,6,,712,,,native,species,0,density,
2608,1161,52,2012,6,,1741,,,native,species,25.999999929879998,density,
2609,1162,52,2012,6,,465,,,native,species,0,density,
2610,1162,52,2012,6,,484,,,native,species,0,density,
2611,1162,52,2012,6,,1686,,,native,species,268.9999999537,density,
2612,1162,52,2012,6,,1687,,,native,species,0,density,
2613,1162,52,2012,6,,712,,,native,species,0,density,
2614,1162,52,2012,6,,1741,,,native,species,24.999999997259998,density,
2615,1163,52,2012,6,,465,,,native,species,0,density,
2616,1163,52,2012,6,,484,,,native,species,0,density,
2617,1163,52,2012,6,,1686,,,native,species,27.000000072720002,density,
2618,1163,52,2012,6,,1687,,,native,species,0,density,
2619,1163,52,2012,6,,712,,,native,species,0,density,
2620,1163,52,2012,6,,1741,,,native,species,15.99999997302,density,
2621,1164,52,2012,6,,465,,,native,species,0,density,
2622,1164,52,2012,6,,484,,,native,species,0,density,
2623,1164,52,2012,6,,1686,,,native,species,0.99999993262,density,
2624,1164,52,2012,6,,1687,,,native,species,0,density,
2625,1164,52,2012,6,,712,,,native,species,0,density,
2626,1164,52,2012,6,,1741,,,native,species,2.00000007546,density,
2627,1165,52,2012,6,,465,,,native,species,0,density,
2628,1165,52,2012,6,,484,,,native,species,0,density,
2629,1165,52,2012,6,,1686,,,native,species,59.00000001876,density,
2630,1165,52,2012,6,,1687,,,native,species,0,density,
2631,1165,52,2012,6,,712,,,native,species,0,density,
2632,1165,52,2012,6,,1741,,,native,species,0,density,
2633,1166,52,2012,6,,465,,,native,species,0,density,
2634,1166,52,2012,6,,484,,,native,species,0,density,
2635,1166,52,2012,6,,1686,,,native,species,90.00000003218,density,
2636,1166,52,2012,6,,1687,,,native,species,0,density,
2637,1166,52,2012,6,,712,,,native,species,0,density,
2638,1166,52,2012,6,,1741,,,native,species,3.9999999407,density,
2639,1167,156,2012,6,,465,,,native,species,0,density,
2640,1167,156,2012,6,,484,,,native,species,0.99999993262,density,
2641,1167,156,2012,6,,1686,,,native,species,0.99999993262,density,
2642,1167,156,2012,6,,1687,,,native,species,0,density,
2643,1167,156,2012,6,,712,,,native,species,0,density,
2644,1167,156,2012,6,,1741,,,native,species,0,density,
2645,1168,156,2012,6,,465,,,native,species,0,density,
2646,1168,156,2012,6,,484,,,native,species,3.9999999407,density,
2647,1168,156,2012,6,,1686,,,native,species,18.00000004848,density,
2648,1168,156,2012,6,,1687,,,native,species,0,density,
2649,1168,156,2012,6,,712,,,native,species,0,density,
2650,1168,156,2012,6,,1741,,,native,species,0,density,
2651,1169,156,2012,6,,465,,,native,species,0,density,
2652,1169,156,2012,6,,484,,,native,species,0,density,
2653,1169,156,2012,6,,1686,,,native,species,59.00000001876,density,
2654,1169,156,2012,6,,1687,,,native,species,0,density,
2655,1169,156,2012,6,,712,,,native,species,0,density,
2656,1169,156,2012,6,,1741,,,native,species,0,density,
2657,1170,156,2012,6,,465,,,native,species,0,density,
2658,1170,156,2012,6,,484,,,native,species,0,density,
2659,1170,156,2012,6,,1686,,,native,species,13.99999989756,density,
2660,1170,156,2012,6,,1687,,,native,species,0,density,
2661,1170,156,2012,6,,712,,,native,species,0,density,
2662,1170,156,2012,6,,1741,,,native,species,0,density,
2663,1171,156,2012,6,,465,,,native,species,0,density,
2664,1171,156,2012,6,,484,,,native,species,0,density,
2665,1171,156,2012,6,,1686,,,native,species,0,density,
2666,1171,156,2012,6,,1687,,,native,species,0,density,
2667,1171,156,2012,6,,712,,,native,species,0,density,
2668,1171,156,2012,6,,1741,,,native,species,0,density,
2669,1172,156,2012,6,,465,,,native,species,0,density,
2670,1172,156,2012,6,,484,,,native,species,0,density,
2671,1172,156,2012,6,,1686,,,native,species,3.00000000808,density,
2672,1172,156,2012,6,,1687,,,native,species,0,density,
2673,1172,156,2012,6,,712,,,native,species,0,density,
2674,1172,156,2012,6,,1741,,,native,species,0,density,
2675,1173,156,2012,6,,465,,,native,species,0,density,
2676,1173,156,2012,6,,484,,,native,species,0,density,
2677,1173,156,2012,6,,1686,,,native,species,0,density,
2678,1173,156,2012,6,,1687,,,native,species,0,density,
2679,1173,156,2012,6,,712,,,native,species,0,density,
2680,1173,156,2012,6,,1741,,,native,species,0,density,
2681,1174,156,2012,6,,465,,,native,species,0,density,
2682,1174,156,2012,6,,484,,,native,species,0,density,
2683,1174,156,2012,6,,1686,,,native,species,2.00000007546,density,
2684,1174,156,2012,6,,1687,,,native,species,0,density,
2685,1174,156,2012,6,,712,,,native,species,0,density,
2686,1174,156,2012,6,,1741,,,native,species,0,density,
2687,1175,364,2012,6,,465,,,native,species,6.00000001616,density,
2688,1175,364,2012,6,,484,,,native,species,12.999999964939999,density,
2689,1175,364,2012,6,,1686,,,native,species,0,density,
2690,1175,364,2012,6,,1687,,,native,species,0,density,
2691,1175,364,2012,6,,712,,,native,species,21.99999998918,density,
2692,1175,364,2012,6,,1741,,,native,species,0,density,
2693,1176,364,2012,6,,465,,,native,species,3.9999999407,density,
2694,1176,364,2012,6,,484,,,native,species,2.00000007546,density,
2695,1176,364,2012,6,,1686,,,native,species,0,density,
2696,1176,364,2012,6,,1687,,,native,species,0,density,
2697,1176,364,2012,6,,712,,,native,species,0,density,
2698,1176,364,2012,6,,1741,,,native,species,3.00000000808,density,
2699,1177,364,2012,6,,465,,,native,species,0,density,
2700,1177,364,2012,6,,484,,,native,species,0.99999993262,density,
2701,1177,364,2012,6,,1686,,,native,species,0,density,
2702,1177,364,2012,6,,1687,,,native,species,0,density,
2703,1177,364,2012,6,,712,,,native,species,0.99999993262,density,
2704,1177,364,2012,6,,1741,,,native,species,2.00000007546,density,
2705,1178,156,2012,6,,465,,,native,species,0,density,
2706,1178,156,2012,6,,484,,,native,species,0,density,
2707,1178,156,2012,6,,1686,,,native,species,39.00000010504,density,
2708,1178,156,2012,6,,1687,,,native,species,0,density,
2709,1178,156,2012,6,,712,,,native,species,0,density,
2710,1178,156,2012,6,,1741,,,native,species,0,density,
2711,1179,156,2012,6,,465,,,native,species,0,density,
2712,1179,156,2012,6,,484,,,native,species,0.99999993262,density,
2713,1179,156,2012,6,,1686,,,native,species,5.00000008354,density,
2714,1179,156,2012,6,,1687,,,native,species,0,density,
2715,1179,156,2012,6,,712,,,native,species,0,density,
2716,1179,156,2012,6,,1741,,,native,species,0,density,
2717,1180,156,2012,6,,465,,,native,species,0,density,
2718,1180,156,2012,6,,484,,,native,species,0,density,
2719,1180,156,2012,6,,1686,,,native,species,0.99999993262,density,
2720,1180,156,2012,6,,1687,,,native,species,0,density,
2721,1180,156,2012,6,,712,,,native,species,0,density,
2722,1180,156,2012,6,,1741,,,native,species,0,density,
2723,1181,156,2012,6,,465,,,native,species,0,density,
2724,1181,156,2012,6,,484,,,native,species,0,density,
2725,1181,156,2012,6,,1686,,,native,species,3.00000000808,density,
2726,1181,156,2012,6,,1687,,,native,species,0,density,
2727,1181,156,2012,6,,712,,,native,species,0,density,
2728,1181,156,2012,6,,1741,,,native,species,0,density,
2729,1182,156,2012,6,,465,,,native,species,0,density,
2730,1182,156,2012,6,,484,,,native,species,0,density,
2731,1182,156,2012,6,,1686,,,native,species,28.99999993796,density,
2732,1182,156,2012,6,,1687,,,native,species,0,density,
2733,1182,156,2012,6,,712,,,native,species,0,density,
2734,1182,156,2012,6,,1741,,,native,species,0,density,
2735,1183,156,2012,6,,465,,,native,species,0,density,
2736,1183,156,2012,6,,484,,,native,species,0,density,
2737,1183,156,2012,6,,1686,,,native,species,2.00000007546,density,
2738,1183,156,2012,6,,1687,,,native,species,0,density,
2739,1183,156,2012,6,,712,,,native,species,0,density,
2740,1183,156,2012,6,,1741,,,native,species,40.00000003766,density,
2741,1184,52,2012,6,,465,,,native,species,0,density,
2742,1184,52,2012,6,,484,,,native,species,0,density,
2743,1184,52,2012,6,,1686,,,native,species,0,density,
2744,1184,52,2012,6,,1687,,,native,species,0,density,
2745,1184,52,2012,6,,712,,,native,species,0,density,
2746,1184,52,2012,6,,1741,,,native,species,0,density,
2747,1185,52,2012,6,,465,,,native,species,0,density,
2748,1185,52,2012,6,,484,,,native,species,0,density,
2749,1185,52,2012,6,,1686,,,native,species,0,density,
2750,1185,52,2012,6,,1687,,,native,species,0,density,
2751,1185,52,2012,6,,712,,,native,species,0,density,
2752,1185,52,2012,6,,1741,,,native,species,0,density,
2753,1186,884,2012,6,,465,,,native,species,0,density,
2754,1186,884,2012,6,,484,,,native,species,0,density,
2755,1186,884,2012,6,,1686,,,native,species,0,density,
2756,1186,884,2012,6,,1687,,,native,species,0,density,
2757,1186,884,2012,6,,712,,,native,species,0,density,
2758,1186,884,2012,6,,1741,,,native,species,0,density,
2759,1187,884,2012,6,,465,,,native,species,0,density,
2760,1187,884,2012,6,,484,,,native,species,0,density,
2761,1187,884,2012,6,,1686,,,native,species,0,density,
2762,1187,884,2012,6,,1687,,,native,species,0,density,
2763,1187,884,2012,6,,712,,,native,species,0,density,
2764,1187,884,2012,6,,1741,,,native,species,0,density,
2765,1188,884,2012,6,,465,,,native,species,0,density,
2766,1188,884,2012,6,,484,,,native,species,0,density,
2767,1188,884,2012,6,,1686,,,native,species,0,density,
2768,1188,884,2012,6,,1687,,,native,species,0,density,
2769,1188,884,2012,6,,712,,,native,species,0,density,
2770,1188,884,2012,6,,1741,,,native,species,0,density,
2771,1189,468,2012,6,,465,,,native,species,0,density,
2772,1189,468,2012,6,,484,,,native,species,0,density,
2773,1189,468,2012,6,,1686,,,native,species,0,density,
2774,1189,468,2012,6,,1687,,,native,species,0,density,
2775,1189,468,2012,6,,712,,,native,species,0,density,
2776,1189,468,2012,6,,1741,,,native,species,24.00000006464,density,
2777,1190,468,2012,6,,465,,,native,species,11.000000099700001,density,
2778,1190,468,2012,6,,484,,,native,species,106.99999993782001,density,
2779,1190,468,2012,6,,1686,,,native,species,0,density,
2780,1190,468,2012,6,,1687,,,native,species,0,density,
2781,1190,468,2012,6,,712,,,native,species,0,density,
2782,1190,468,2012,6,,1741,,,native,species,78.99999993248,density,
2783,1191,416,2012,6,,465,,,native,species,0,density,
2784,1191,416,2012,6,,484,,,native,species,0,density,
2785,1191,416,2012,6,,1686,,,native,species,0,density,
2786,1191,416,2012,6,,1687,,,native,species,0,density,
2787,1191,416,2012,6,,712,,,native,species,0,density,
2788,1191,416,2012,6,,1741,,,native,species,0,density,
2789,1192,416,2012,6,,465,,,native,species,3.00000000808,density,
2790,1192,416,2012,6,,484,,,native,species,3.9999999407,density,
2791,1192,416,2012,6,,1686,,,native,species,2.00000007546,density,
2792,1192,416,2012,6,,1687,,,native,species,0,density,
2793,1192,416,2012,6,,712,,,native,species,43.000000045739995,density,
2794,1192,416,2012,6,,1741,,,native,species,105.00000007258,density,
2795,1193,416,2012,6,,465,,,native,species,9.00000002424,density,
2796,1193,416,2012,6,,484,,,native,species,15.99999997302,density,
2797,1193,416,2012,6,,1686,,,native,species,0,density,
2798,1193,416,2012,6,,1687,,,native,species,0,density,
2799,1193,416,2012,6,,712,,,native,species,0,density,
2800,1193,416,2012,6,,1741,,,native,species,137.99999995124,density,
2801,1194,416,2012,6,,465,,,native,species,28.00000000534,density,
2802,1194,416,2012,6,,484,,,native,species,214.00000008586,density,
2803,1194,416,2012,6,,1686,,,native,species,0,density,
2804,1194,416,2012,6,,1687,,,native,species,0,density,
2805,1194,416,2012,6,,712,,,native,species,0.99999993262,density,
2806,1194,416,2012,6,,1741,,,native,species,0,density,
2807,1195,364,2012,6,,465,,,native,species,2.00000007546,density,
2808,1195,364,2012,6,,484,,,native,species,15.99999997302,density,
2809,1195,364,2012,6,,1686,,,native,species,2.00000007546,density,
2810,1195,364,2012,6,,1687,,,native,species,0,density,
2811,1195,364,2012,6,,712,,,native,species,6.00000001616,density,
2812,1195,364,2012,6,,1741,,,native,species,231.99999992411998,density,
2813,1196,364,2012,6,,465,,,native,species,165.00000002395998,density,
2814,1196,364,2012,6,,484,,,native,species,122.99999991083999,density,
2815,1196,364,2012,6,,1686,,,native,species,21.000000056559998,density,
2816,1196,364,2012,6,,1687,,,native,species,0,density,
2817,1196,364,2012,6,,712,,,native,species,44.99999991098,density,
2818,1196,364,2012,6,,1741,,,native,species,105.00000007258,density,
